File Name	Read Count	Status	SRR file
SRR12514733_1.fastq	"185,772"	OK	
SRR12514733_2.fastq	"185,772"	OK	
SRR12514781_1.fastq	"188,216"	OK	
SRR12514781_2.fastq	"188,216"	OK	
SRR12514777_1.fastq	"189,969"	OK	
SRR12514777_2.fastq	"189,969"	OK	
SRR12486732_1.fastq	"202,673"	OK	
SRR12486732_2.fastq	"202,673"	OK	
SRR12514737_1.fastq	"202,673"	OK	
SRR12514737_2.fastq	"202,673"	OK	
SRR12514801_1.fastq	"205,884"	OK	
SRR12514801_2.fastq	"205,884"	OK	
SRR12486694_1.fastq	"207,061"	OK	
SRR12486694_2.fastq	"207,061"	OK	
SRR12514699_1.fastq	"207,061"	OK	
SRR12514699_2.fastq	"207,061"	OK	
SRR12486685_1.fastq	"213,802"	OK	
SRR12486685_2.fastq	"213,802"	OK	
SRR12514690_1.fastq	"213,802"	OK	
SRR12514690_2.fastq	"213,802"	OK	
SRR12486667_1.fastq	"231,004"	OK	
SRR12486667_2.fastq	"231,004"	OK	
SRR12486695_1.fastq	"232,112"	OK	
SRR12486695_2.fastq	"232,112"	OK	
SRR12514700_1.fastq	"232,112"	OK	
SRR12514700_2.fastq	"232,112"	OK	
SRR12514805_1.fastq	"244,482"	OK	
SRR12514805_2.fastq	"244,482"	OK	
SRR12514748_1.fastq	"253,197"	OK	
SRR12514748_2.fastq	"253,197"	OK	
SRR12514653_1.fastq	"303,473"	OK	
SRR12514653_2.fastq	"303,473"	OK	
SRR12514771_1.fastq	"341,908"	OK	
SRR12514771_2.fastq	"341,908"	OK	
SRR12514654_1.fastq	"404,247"	OK	
SRR12514654_2.fastq	"404,247"	OK	
SRR12514804_1.fastq	"408,485"	OK	
SRR12514804_2.fastq	"408,485"	OK	
SRR12514672_1.fastq	"553,292"	OK	
SRR12514672_2.fastq	"553,292"	OK	
