Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,disease_state,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,sample_ID,Sample Name,Sheep_ID,SRA Study,visit_sheep_foot
SRR12486726,AMPLICON,494,42326677,PRJNA658364,SAMN15867577,Metagenome or environmental,20129640,UNIVERSITY OF LIVERPOOL,not collected,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",E_CODD,SRX8978542,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,134-B40,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-134-B40,Sample-134-B40,14,SRP278242,39-14-F3
SRR12486727,AMPLICON,494,56229788,PRJNA658364,SAMN15867575,Metagenome or environmental,26219873,UNIVERSITY OF LIVERPOOL,not collected,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",E_CODD,SRX8978541,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,133-B39,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-133-B39,Sample-133-B39,14,SRP278242,38-14-F3
SRR12486728,AMPLICON,495,92003680,PRJNA658364,SAMN15867574,Metagenome or environmental,42739831,UNIVERSITY OF LIVERPOOL,not collected,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",E_CODD,SRX8978540,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,132-B38,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-132-B38,Sample-132-B38,14,SRP278242,35-14-F3
SRR12486729,AMPLICON,496,72594472,PRJNA658364,SAMN15867573,Metagenome or environmental,33702728,UNIVERSITY OF LIVERPOOL,not collected,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",E_CODD,SRX8978539,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,131-B37,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-131-B37,Sample-131-B37,14,SRP278242,31-14-F3
SRR12486730,AMPLICON,496,55279115,PRJNA658364,SAMN15867570,Metagenome or environmental,26004693,UNIVERSITY OF LIVERPOOL,not collected,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",B_HEALTHY,SRX8978538,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,130-B36,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-130-B36,Sample-130-B36,14,SRP278242,21-14-F3
SRR12486731,AMPLICON,495,62346314,PRJNA658364,SAMN15867569,Metagenome or environmental,29011170,UNIVERSITY OF LIVERPOOL,not collected,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",E_CODD,SRX8978537,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,128-B34,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-128-B34,Sample-128-B34,9,SRP278242,38-9-F1
SRR12486732,AMPLICON,494,100143364,PRJNA658364,SAMN15867568,Metagenome or environmental,47490059,UNIVERSITY OF LIVERPOOL,not collected,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",E_CODD,SRX8978536,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,126-B32,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-126-B32,Sample-126-B32,9,SRP278242,35-9-F1
SRR12486733,AMPLICON,494,59698817,PRJNA658364,SAMN15867567,Metagenome or environmental,28124515,UNIVERSITY OF LIVERPOOL,not collected,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",E_CODD,SRX8978535,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,125-B31,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-125-B31,Sample-125-B31,9,SRP278242,31-9-F1
SRR12486734,AMPLICON,494,60601225,PRJNA658364,SAMN15867566,Metagenome or environmental,29154416,UNIVERSITY OF LIVERPOOL,not collected,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",B_HEALTHY,SRX8978534,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,124-B30,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-124-B30,Sample-124-B30,9,SRP278242,21-9-F1
SRR12486735,AMPLICON,495,48004417,PRJNA658364,SAMN15867542,Metagenome or environmental,22938379,UNIVERSITY OF LIVERPOOL,not collected,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",E_CODD,SRX8978533,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,103-B9,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-103-B9,Sample-103-B9,5,SRP278242,35-5-F2
SRR12486736,AMPLICON,495,47439912,PRJNA658364,SAMN15867653,Metagenome or environmental,22717459,UNIVERSITY OF LIVERPOOL,not collected,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",G_CODD_T,SRX8978532,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,123-B29,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-123-B29,Sample-123-B29,23,SRP278242,47-23-F4
SRR12486737,AMPLICON,494,38394049,PRJNA658364,SAMN15867646,Metagenome or environmental,18530752,UNIVERSITY OF LIVERPOOL,not collected,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",G_CODD_T,SRX8978531,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,122-B28,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-122-B28,Sample-122-B28,8,SRP278242,47-8-F3
SRR12486738,AMPLICON,495,33234638,PRJNA658364,SAMN15867562,Metagenome or environmental,15737596,UNIVERSITY OF LIVERPOOL,not collected,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",E_CODD,SRX8978530,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,121-B27,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-121-B27,Sample-121-B27,8,SRP278242,41-5-F4
SRR12486739,AMPLICON,495,33819635,PRJNA658364,SAMN15867645,Metagenome or environmental,16073293,UNIVERSITY OF LIVERPOOL,not collected,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",G_CODD_T,SRX8978529,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,120-B26,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-120-B26,Sample-120-B26,5,SRP278242,47-5-F1
SRR12486740,AMPLICON,495,65643117,PRJNA658364,SAMN15867637,Metagenome or environmental,31851665,UNIVERSITY OF LIVERPOOL,not collected,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",B_HEALTHY,SRX8978528,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,95-B1,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-95-B1,Sample-95-B1,2,SRP278242,21-2-F2
SRR12486741,AMPLICON,496,14802784,PRJNA658364,SAMN15867641,Metagenome or environmental,7135656,UNIVERSITY OF LIVERPOOL,not collected,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",D_FOOTROT,SRX8978527,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,98-262F2,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-98-262F2,Sample-98-262F2,2,SRP278242,26-2-F2
SRR12486742,AMPLICON,496,19795451,PRJNA658364,SAMN15867639,Metagenome or environmental,9422685,UNIVERSITY OF LIVERPOOL,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",C_ID,SRX8978526,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,97-2612F3,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-97-2612F3,Sample-97-2612F3,12,SRP278242,26-12-F3
SRR12486743,AMPLICON,496,47739392,PRJNA658364,SAMN15867636,Metagenome or environmental,22162520,UNIVERSITY OF LIVERPOOL,not collected,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",C_ID,SRX8978525,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,94-259F1,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-94-259F1,Sample-94-259F1,9,SRP278242,25-9-F1
SRR12486744,AMPLICON,495,5283768,PRJNA658364,SAMN15867635,Metagenome or environmental,2580502,UNIVERSITY OF LIVERPOOL,not collected,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",C_ID,SRX8978524,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,93-258F3,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-93-258F3,Sample-93-258F3,8,SRP278242,25-8-F3
SRR12486745,AMPLICON,497,13634139,PRJNA658364,SAMN15867634,Metagenome or environmental,6484956,UNIVERSITY OF LIVERPOOL,not collected,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",C_ID,SRX8978523,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,92-255F2,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-92-255F2,Sample-92-255F2,5,SRP278242,25-5-F2
SRR12486746,AMPLICON,497,30562058,PRJNA658364,SAMN15867632,Metagenome or environmental,14090347,UNIVERSITY OF LIVERPOOL,not collected,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",C_ID,SRX8978522,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,91-252F2,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-91-252F2,Sample-91-252F2,2,SRP278242,25-2-F2
SRR12486747,AMPLICON,494,74145101,PRJNA658364,SAMN15867644,Metagenome or environmental,35434448,UNIVERSITY OF LIVERPOOL,not collected,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",G_CODD_T,SRX8978521,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,119-B25,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-119-B25,Sample-119-B25,2,SRP278242,47-2-F2
SRR12486748,AMPLICON,497,17654444,PRJNA658364,SAMN15867633,Metagenome or environmental,8206419,UNIVERSITY OF LIVERPOOL,not collected,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",A_HEALTHY,SRX8978520,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,9-1514F3,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-9-1514F3,Sample-9-1514F3,14,SRP278242,15-14-F3
SRR12486749,AMPLICON,497,32708190,PRJNA658364,SAMN15867631,Metagenome or environmental,15124426,UNIVERSITY OF LIVERPOOL,not collected,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",C_ID,SRX8978519,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,89-2514F3,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-89-2514F3,Sample-89-2514F3,14,SRP278242,25-14-F3
SRR12486750,AMPLICON,496,10554516,PRJNA658364,SAMN15867630,Metagenome or environmental,5122905,UNIVERSITY OF LIVERPOOL,not collected,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",C_ID,SRX8978518,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,86-2512F3,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-86-2512F3,Sample-86-2512F3,12,SRP278242,25-12-F3
SRR12486751,AMPLICON,497,11616951,PRJNA658364,SAMN15867629,Metagenome or environmental,5482763,UNIVERSITY OF LIVERPOOL,not collected,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",C_ID,SRX8978517,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,80-249F1,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-80-249F1,Sample-80-249F1,9,SRP278242,24-9-F1
SRR12486752,AMPLICON,497,16395940,PRJNA658364,SAMN15867628,Metagenome or environmental,7668747,UNIVERSITY OF LIVERPOOL,not collected,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",C_ID,SRX8978516,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,79-242F2,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-79-242F2,Sample-79-242F2,2,SRP278242,24-2-F2
SRR12486753,AMPLICON,497,18953508,PRJNA658364,SAMN15867627,Metagenome or environmental,8870839,UNIVERSITY OF LIVERPOOL,not collected,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",C_ID,SRX8978515,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,78-2414F3,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-78-2414F3,Sample-78-2414F3,14,SRP278242,24-14-F3
SRR12486754,AMPLICON,496,15569661,PRJNA658364,SAMN15867626,Metagenome or environmental,7466698,UNIVERSITY OF LIVERPOOL,not collected,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",B_HEALTHY,SRX8978514,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,75-239F1,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-75-239F1,Sample-75-239F1,9,SRP278242,23-9-F1
SRR12486755,AMPLICON,497,10355066,PRJNA658364,SAMN15867625,Metagenome or environmental,4890572,UNIVERSITY OF LIVERPOOL,not collected,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",B_HEALTHY,SRX8978513,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,74-238F3,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-74-238F3,Sample-74-238F3,8,SRP278242,23-8-F3
SRR12486756,AMPLICON,497,12655991,PRJNA658364,SAMN15867624,Metagenome or environmental,5961487,UNIVERSITY OF LIVERPOOL,not collected,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",B_HEALTHY,SRX8978512,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,73-235F2,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-73-235F2,Sample-73-235F2,5,SRP278242,23-5-F2
SRR12486757,AMPLICON,497,33396638,PRJNA658364,SAMN15867623,Metagenome or environmental,15507766,UNIVERSITY OF LIVERPOOL,not collected,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",C_ID,SRX8978511,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,71-232F2,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-71-232F2,Sample-71-232F2,2,SRP278242,23-2-F2
SRR12486758,AMPLICON,495,50335258,PRJNA658364,SAMN15867652,Metagenome or environmental,24869562,UNIVERSITY OF LIVERPOOL,not collected,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",E_CODD,SRX8978510,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,117-B23,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-117-B23,Sample-117-B23,23,SRP278242,39-23-F4
SRR12486759,AMPLICON,497,12915905,PRJNA658364,SAMN15867622,Metagenome or environmental,6017876,UNIVERSITY OF LIVERPOOL,not collected,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",C_ID,SRX8978509,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,69-2314F3,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-69-2314F3,Sample-69-2314F3,14,SRP278242,23-14-F3
SRR12486760,AMPLICON,497,23569324,PRJNA658364,SAMN15867621,Metagenome or environmental,11090521,UNIVERSITY OF LIVERPOOL,not collected,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",B_HEALTHY,SRX8978508,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,66-2312F3,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-66-2312F3,Sample-66-2312F3,12,SRP278242,23-12-F3
SRR12486761,AMPLICON,497,12379714,PRJNA658364,SAMN15867620,Metagenome or environmental,5942720,UNIVERSITY OF LIVERPOOL,not collected,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",C_ID,SRX8978507,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,62-2212F3,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-62-2212F3,Sample-62-2212F3,12,SRP278242,22-12-F3
SRR12486762,AMPLICON,497,22015333,PRJNA658364,SAMN15867619,Metagenome or environmental,10303274,UNIVERSITY OF LIVERPOOL,not collected,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",A_HEALTHY,SRX8978506,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,6-1512F3,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-6-1512F3,Sample-6-1512F3,12,SRP278242,15-12-F3
SRR12486763,AMPLICON,496,19791838,PRJNA658364,SAMN15867618,Metagenome or environmental,9330364,UNIVERSITY OF LIVERPOOL,not collected,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",B_HEALTHY,SRX8978505,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,59-219F1,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-59-219F1,Sample-59-219F1,9,SRP278242,21-9-F1
SRR12486764,AMPLICON,496,29157218,PRJNA658364,SAMN15867617,Metagenome or environmental,13653711,UNIVERSITY OF LIVERPOOL,not collected,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",B_HEALTHY,SRX8978504,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,58-218F3,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-58-218F3,Sample-58-218F3,8,SRP278242,21-8-F3
SRR12486765,AMPLICON,497,12349756,PRJNA658364,SAMN15867616,Metagenome or environmental,5812774,UNIVERSITY OF LIVERPOOL,not collected,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",B_HEALTHY,SRX8978503,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,57-215F2,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-57-215F2,Sample-57-215F2,5,SRP278242,21-5-F2
SRR12486766,AMPLICON,497,66240811,PRJNA658364,SAMN15867615,Metagenome or environmental,30306419,UNIVERSITY OF LIVERPOOL,not collected,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",B_HEALTHY,SRX8978502,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,55-212F2,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-55-212F2,Sample-55-212F2,2,SRP278242,21-2-F2
SRR12486767,AMPLICON,497,29135968,PRJNA658364,SAMN15867614,Metagenome or environmental,13353094,UNIVERSITY OF LIVERPOOL,not collected,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",B_HEALTHY,SRX8978501,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,53-2114F3,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-53-2114F3,Sample-53-2114F3,14,SRP278242,21-14-F3
SRR12486768,AMPLICON,497,10602225,PRJNA658364,SAMN15867613,Metagenome or environmental,5007965,UNIVERSITY OF LIVERPOOL,not collected,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",B_HEALTHY,SRX8978500,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,50-2112F3,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-50-2112F3,Sample-50-2112F3,12,SRP278242,21-12-F3
SRR12486769,AMPLICON,494,53967238,PRJNA658364,SAMN15867651,Metagenome or environmental,26928219,UNIVERSITY OF LIVERPOOL,not collected,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",E_CODD,SRX8978499,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,116-B22,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-116-B22,Sample-116-B22,23,SRP278242,38-23-F4
SRR12486770,AMPLICON,497,15291614,PRJNA658364,SAMN15867612,Metagenome or environmental,7080859,UNIVERSITY OF LIVERPOOL,not collected,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",C_ID,SRX8978498,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,46-205F2,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-46-205F2,Sample-46-205F2,5,SRP278242,20-5-F2
