Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,disease_state,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,sample_ID,Sample Name,Sheep_ID,SRA Study,visit_sheep_foot
SRR12486771,AMPLICON,497,29292836,PRJNA658364,SAMN15867611,Metagenome or environmental,13687142,UNIVERSITY OF LIVERPOOL,not collected,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",A_HEALTHY,SRX8978497,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,42-199F1,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-42-199F1,Sample-42-199F1,9,SRP278242,19-9-F1
SRR12486772,AMPLICON,497,36126443,PRJNA658364,SAMN15867610,Metagenome or environmental,16531333,UNIVERSITY OF LIVERPOOL,not collected,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",B_HEALTHY,SRX8978496,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,41-198F3,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-41-198F3,Sample-41-198F3,8,SRP278242,19-8-F3
SRR12486773,AMPLICON,497,22248861,PRJNA658364,SAMN15867609,Metagenome or environmental,10347222,UNIVERSITY OF LIVERPOOL,not collected,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",C_ID,SRX8978495,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,40-195F2,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-40-195F2,Sample-40-195F2,5,SRP278242,19-5-F2
SRR12486774,AMPLICON,496,9423352,PRJNA658364,SAMN15867608,Metagenome or environmental,4481119,UNIVERSITY OF LIVERPOOL,not collected,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",B_HEALTHY,SRX8978494,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,38-192F2,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-38-192F2,Sample-38-192F2,2,SRP278242,19-2-F2
SRR12486775,AMPLICON,497,14797579,PRJNA658364,SAMN15867607,Metagenome or environmental,6854075,UNIVERSITY OF LIVERPOOL,not collected,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",B_HEALTHY,SRX8978493,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,36-1914F3,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-36-1914F3,Sample-36-1914F3,14,SRP278242,19-14-F3
SRR12486776,AMPLICON,496,36821279,PRJNA658364,SAMN15867606,Metagenome or environmental,17139709,UNIVERSITY OF LIVERPOOL,not collected,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",A_HEALTHY,SRX8978492,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,33-1912F3,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-33-1912F3,Sample-33-1912F3,12,SRP278242,19-12-F3
SRR12486777,AMPLICON,497,31968081,PRJNA658364,SAMN15867605,Metagenome or environmental,14630099,UNIVERSITY OF LIVERPOOL,not collected,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",C_ID,SRX8978491,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,29-185F2,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-29-185F2,Sample-29-185F2,5,SRP278242,18-5-F2
SRR12486778,AMPLICON,497,13842085,PRJNA658364,SAMN15867604,Metagenome or environmental,6493764,UNIVERSITY OF LIVERPOOL,not collected,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",A_HEALTHY,SRX8978490,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,26-179F1,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-26-179F1,Sample-26-179F1,9,SRP278242,17-9-F1
SRR12486779,AMPLICON,496,19644554,PRJNA658364,SAMN15867603,Metagenome or environmental,9271544,UNIVERSITY OF LIVERPOOL,not collected,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",A_HEALTHY,SRX8978489,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,25-178F3,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-25-178F3,Sample-25-178F3,8,SRP278242,17-8-F3
SRR12486780,AMPLICON,493,50136955,PRJNA658364,SAMN15867650,Metagenome or environmental,25183766,UNIVERSITY OF LIVERPOOL,not collected,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",E_CODD,SRX8978488,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,115-B21,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:25:00Z,1,Sample-115-B21,Sample-115-B21,23,SRP278242,35-23-F4
SRR12486781,AMPLICON,497,16350529,PRJNA658364,SAMN15867602,Metagenome or environmental,7604427,UNIVERSITY OF LIVERPOOL,not collected,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",A_HEALTHY,SRX8978487,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,24-175F2,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-24-175F2,Sample-24-175F2,5,SRP278242,17-5-F2
SRR12486782,AMPLICON,497,13211427,PRJNA658364,SAMN15867601,Metagenome or environmental,6158719,UNIVERSITY OF LIVERPOOL,not collected,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",A_HEALTHY,SRX8978486,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,22-172F2,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-22-172F2,Sample-22-172F2,2,SRP278242,17-2-F2
SRR12486783,AMPLICON,497,19869696,PRJNA658364,SAMN15867599,Metagenome or environmental,9205809,UNIVERSITY OF LIVERPOOL,not collected,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",A_HEALTHY,SRX8978485,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,20-1714F3,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-20-1714F3,Sample-20-1714F3,14,SRP278242,17-14-F3
SRR12486784,AMPLICON,497,12396251,PRJNA658364,SAMN15867600,Metagenome or environmental,5782304,UNIVERSITY OF LIVERPOOL,not collected,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",A_HEALTHY,SRX8978484,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,2-135F2,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-2-135F2,Sample-2-135F2,5,SRP278242,13-5-F2
SRR12486785,AMPLICON,468,7032,PRJNA658364,SAMN15867695,Metagenome or environmental,85347,UNIVERSITY OF LIVERPOOL,not collected,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",EC,SRX8978483,United Kingdom,Europe,United Kingdom: Cheshire,not collected,Illumina MiSeq,EC,51.244399 N 2.12202 W,191-Extractcontrol,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Extractcontrol,Sample-191-Extractcontrol,EC,SRP278242,EC
SRR12486786,AMPLICON,493,24068953,PRJNA658364,SAMN15867663,Metagenome or environmental,11101846,UNIVERSITY OF LIVERPOOL,not collected,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",A_HEALTHY,SRX8978482,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,190-19F3,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-190-19F3,Sample-190-19F3,9,SRP278242,1-9-F3
SRR12486787,AMPLICON,496,21304917,PRJNA658364,SAMN15867598,Metagenome or environmental,9830031,UNIVERSITY OF LIVERPOOL,not collected,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",A_HEALTHY,SRX8978481,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,189-19F1,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-189-19F1,Sample-189-19F1,9,SRP278242,1-9-F1
SRR12486788,AMPLICON,492,23193110,PRJNA658364,SAMN15867597,Metagenome or environmental,10760552,UNIVERSITY OF LIVERPOOL,not collected,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",A_HEALTHY,SRX8978480,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,188-18F3,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-188-18F3,Sample-188-18F3,8,SRP278242,1-8-F3
SRR12486789,AMPLICON,496,15375255,PRJNA658364,SAMN15867596,Metagenome or environmental,7088559,UNIVERSITY OF LIVERPOOL,not collected,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",A_HEALTHY,SRX8978479,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,187-15F2,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-187-15F2,Sample-187-15F2,5,SRP278242,1-5-F2
SRR12486790,AMPLICON,495,25958614,PRJNA658364,SAMN15867662,Metagenome or environmental,12045782,UNIVERSITY OF LIVERPOOL,not collected,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",A_HEALTHY,SRX8978478,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,186-13F1,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-186-13F1,Sample-186-13F1,3,SRP278242,1-3-F1
SRR12486791,AMPLICON,493,88987866,PRJNA658364,SAMN15867649,Metagenome or environmental,44826205,UNIVERSITY OF LIVERPOOL,not collected,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",E_CODD,SRX8978477,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,114-B20,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:25:00Z,1,Sample-114-B20,Sample-114-B20,23,SRP278242,32-23-F4
SRR12486792,AMPLICON,492,16791999,PRJNA658364,SAMN15867595,Metagenome or environmental,7807600,UNIVERSITY OF LIVERPOOL,not collected,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",A_HEALTHY,SRX8978476,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,185-12F2,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-185-12F2,Sample-185-12F2,2,SRP278242,1-2-F2
SRR12486793,AMPLICON,496,18571890,PRJNA658364,SAMN15867661,Metagenome or environmental,8619050,UNIVERSITY OF LIVERPOOL,not collected,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",A_HEALTHY,SRX8978475,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,184-119F2,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-184-119F2,Sample-184-119F2,19,SRP278242,1-19-F2
SRR12486794,AMPLICON,493,20565900,PRJNA658364,SAMN15867594,Metagenome or environmental,9662760,UNIVERSITY OF LIVERPOOL,not collected,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",A_HEALTHY,SRX8978474,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,183-114F3,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-183-114F3,Sample-183-114F3,14,SRP278242,1-14-F3
SRR12486795,AMPLICON,494,18512869,PRJNA658364,SAMN15867660,Metagenome or environmental,8606616,UNIVERSITY OF LIVERPOOL,not collected,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",A_HEALTHY,SRX8978473,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,182-114F2,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-182-114F2,Sample-182-114F2,14,SRP278242,1-14-F2
SRR12486796,AMPLICON,492,37482307,PRJNA658364,SAMN15867659,Metagenome or environmental,17302215,UNIVERSITY OF LIVERPOOL,not collected,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",A_HEALTHY,SRX8978472,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,181-113F3,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-181-113F3,Sample-181-113F3,13,SRP278242,1-13-F3
SRR12486797,AMPLICON,493,26217606,PRJNA658364,SAMN15867593,Metagenome or environmental,12180391,UNIVERSITY OF LIVERPOOL,not collected,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",A_HEALTHY,SRX8978471,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,180-112F3,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-180-112F3,Sample-180-112F3,12,SRP278242,1-12-F3
SRR12486798,AMPLICON,478,3675356,PRJNA658364,SAMN15867658,Metagenome or environmental,1771738,UNIVERSITY OF LIVERPOOL,not collected,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",A_HEALTHY,SRX8978470,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,179-112F1,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-179-112F1,Sample-179-112F1,12,SRP278242,1-12-F1
SRR12486799,AMPLICON,490,73666172,PRJNA658364,SAMN15867657,Metagenome or environmental,34067806,UNIVERSITY OF LIVERPOOL,not collected,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",A_HEALTHY,SRX8978469,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,178-111F4,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-178-111F4,Sample-178-111F4,11,SRP278242,1-11-F4
SRR12486800,AMPLICON,488,44955265,PRJNA658364,SAMN15867656,Metagenome or environmental,20983330,UNIVERSITY OF LIVERPOOL,not collected,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",A_HEALTHY,SRX8978468,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,177-110F4,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-177-110F4,Sample-177-110F4,10,SRP278242,1-10-F4
SRR12486801,AMPLICON,490,27284467,PRJNA658364,SAMN15867655,Metagenome or environmental,12806653,UNIVERSITY OF LIVERPOOL,not collected,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",A_HEALTHY,SRX8978467,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,176-110F3,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-176-110F3,Sample-176-110F3,10,SRP278242,1-10-F3
SRR12486802,AMPLICON,493,58600201,PRJNA658364,SAMN15867648,Metagenome or environmental,29700656,UNIVERSITY OF LIVERPOOL,not collected,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",A_HEALTHY,SRX8978466,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,113-B19,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-113-B19,Sample-113-B19,23,SRP278242,19-23-F4
SRR12486803,AMPLICON,494,38726599,PRJNA658364,SAMN15867541,Metagenome or environmental,18861451,UNIVERSITY OF LIVERPOOL,not collected,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",E_CODD,SRX8978465,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,102-B8,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:25:00Z,1,Sample-102-B8,Sample-102-B8,5,SRP278242,33-5-F2
SRR12486804,AMPLICON,496,56035113,PRJNA658364,SAMN15867540,Metagenome or environmental,27001780,UNIVERSITY OF LIVERPOOL,not collected,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",B_HEALTHY,SRX8978464,United Kingdom,Europe,United Kingdom: Cheshire,Ovis aries,Illumina MiSeq,Foot,51.244399 N 2.12202 W,101-B7,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2021-12-31T00:00:00Z,2020-08-20T16:24:00Z,1,Sample-101-B7,Sample-101-B7,5,SRP278242,23-5-F2
